DHID;ESTE (X);NORTE (Y);COTA (Z);ROCKTYPE;CuT [%]
LP-059;49955.148;50005.32;297.62;NONE;0.026
LP-059;49955.148;50005.32;297.62;NONE;0.024
LP-059;49955.148;50005.32;297.62;NONE;0.015
LP-059;49955.148;50005.32;297.62;NONE;0.012
LP-059;49955.148;50005.32;297.62;NONE;0.035
LP-059;49955.148;50005.32;297.62;NONE;0.063
LP-059;49955.148;50005.32;297.62;sheared;0.035
LP-059;49955.148;50005.32;297.62;sheared;0.086
LP-059;49955.148;50005.32;297.62;sheared;0.386
LP-059;49955.148;50005.32;297.62;sheared;0.228
LP-059;49955.148;50005.32;297.62;sheared;0.119
LP-059;49955.148;50005.32;297.62;NONE;0.07
LP-059;49955.148;50005.32;297.62;sheared;0.263
LP-059;49955.148;50005.32;297.62;sheared;0.29
LP-059;49955.148;50005.32;297.62;mylonite;1.174
LP-059;49955.148;50005.32;297.62;mylonite;1.091
LP-059;49955.148;50005.32;297.62;mylonite;0.807
LP-059;49955.148;50005.32;297.62;mylonite;0.09
LP-059;49955.148;50005.32;297.62;fault;0.085
LP-059;49955.148;50005.32;297.62;mylonite;0.226
LP-059;49955.148;50005.32;297.62;mylonite;0.088
LP-059;49955.148;50005.32;297.62;NONE;0.06
LP-059;49955.148;50005.32;297.62;mylonite;0.214
LP-059;49955.148;50005.32;297.62;mylonite;0.569
LP-059;49955.148;50005.32;297.62;mylonite;0.056
LP-059;49955.148;50005.32;297.62;mylonite;0.02
LP-059;49955.148;50005.32;297.62;NONE;0.032
LP-059;49955.148;50005.32;297.62;mylonite;0.033
LP-059;49955.148;50005.32;297.62;mylonite;0.025
LP-060;50022.666;50249.78;283.707;Overburden;-1
LP-060;50028.101;50249.42;275.32;Overburden;-1
LP-060;50033.535;50249.059;266.933;Overburden;-1
LP-060;50038.97;50248.698;258.547;Overburden;-1
LP-060;50044.404;50248.337;250.16;Overburden;-1
LP-060;50049.839;50247.976;241.773;Overburden;-1
LP-060;50055.273;50247.615;233.386;Overburden;0.01
LP-060;50058.805;50247.38;227.935;Overburden;0.01
LP-060;50060.571;50247.263;225.209;NONE;0.01
LP-060;50063.506;50247.068;220.681;fault;0.174
LP-060;50068.207;50246.756;213.426;NONE;0.03
LP-060;50072.228;50246.489;207.22;mylonite;0.122
LP-060;50073.587;50246.398;205.123;NONE;0.27
LP-060;50075.298;50246.282;202.482;mylonite;0.183
LP-060;50077.282;50246.145;199.42;fault;0.058
LP-060;50080.324;50245.935;194.724;mylonite;0.065
LP-060;50085.758;50245.56;186.337;mylonite;0.284
LP-060;50091.191;50245.185;177.95;mylonite;0.637
LP-060;50094.071;50244.986;173.505;mylonite;0.51
LP-060;50096.244;50244.836;170.151;fault;0.427
LP-060;50098.282;50244.695;167.006;NONE;0.55
LP-060;50100.836;50244.519;163.064;mylonite;0.435
LP-060;50106.141;50244.152;155.011;myonite;0.215
LP-060;50111.647;50243.772;146.673;myonite;0.177
LP-060;50114.621;50243.567;142.17;myonite;0.084
LP-060;50115.254;50243.523;141.211;fault;0.14
LP-060;50118.392;50243.306;136.458;mylonite;0.204
LP-060;50123.871;50242.928;128.16;myl/faults;0.117
LP-060;50128.276;50242.624;121.489;myl/faults;0.097
LP-060;50130.286;50242.482;118.446;NONE;0.535
LP-060;50130.781;50242.446;117.695;fault;0.66
LP-060;50131.634;50242.385;116.403;NONE;0.272
LP-060;50135.103;50242.136;111.149;myl/faults;0.107
LP-060;50140.608;50241.742;102.81;myl/faults;0.054
LP-060;50143.884;50241.507;97.849;myl/faults;0.23
LP-060;50145.783;50241.371;94.972;mylonite;0.244
LP-060;50147.435;50241.252;92.47;NONE;0.12
LP-060;50148.425;50241.181;90.969;mylonite;0.156
LP-060;50150.297;50241.047;88.134;NONE;0.161
LP-060;50153.986;50240.783;82.547;mylonite;0.021
LP-061;49968.655;50149.808;285.128;Overburden;-1
LP-061;49973.566;50149.447;276.425;NONE;0
LP-061;49978.477;50149.087;267.721;NONE;0
LP-061;49983.388;50148.726;259.018;NONE;0.004
LP-061;49988.299;50148.365;250.314;NONE;0.004
LP-061;49993.21;50148.005;241.61;NONE;0.012
LP-061;49998.121;50147.644;232.907;NONE;0.026
LP-061;50003.032;50147.283;224.203;NONE;0.024
LP-061;50007.943;50146.923;215.5;NONE;0.022
LP-061;50012.854;50146.562;206.796;NONE;0.02
LP-061;50017.765;50146.21;198.093;NONE;0.01
LP-061;50022.678;50145.867;189.389;NONE;0.02
LP-061;50027.59;50145.523;180.686;NONE;0.034
LP-061;50032.502;50145.18;171.982;NONE;0.018
LP-061;50036.923;50144.87;164.149;NONE;0.033
LP-061;50041.322;50144.573;156.303;fault;0.076
LP-061;50044.661;50144.363;150.268;fault;0.067
LP-061;50046.282;50144.261;147.338;NONE;0.026
LP-061;50049.402;50144.065;141.697;sheared;0.029
LP-061;50052.426;50143.874;136.23;sheared;0.055
LP-061;50053.467;50143.809;134.35;mylonite;0.771
LP-061;50056.322;50143.629;129.19;NONE;1.535
LP-061;50061.16;50143.325;120.443;NONE;1.395
LP-061;50066.029;50143.013;111.714;NONE;0.148
LP-061;50070.942;50142.691;103.011;NONE;0.524
LP-061;50075.856;50142.369;94.307;NONE;0.845
LP-061;50079.59;50142.125;87.692;NONE;0.551
LP-061;50080.942;50142.036;85.299;fault;0.17
LP-061;50083.472;50141.87;80.817;NONE;0.036
LP-061;50088.386;50141.548;72.113;NONE;0.329
LP-061;50088.632;50141.532;71.678;NONE;0.117
LP-061;50088.632;50141.532;71.678;NONE;0.067
LP-061;50088.632;50141.532;71.678;fault;0.2
LP-061;50088.632;50141.532;71.678;NONE;0.596
LP-062;50042.494;50200.161;284.577;Overburden;-1
LP-062;50047.92;50199.686;276.19;Overburden;-1
LP-062;50053.345;50199.212;267.803;Overburden;-1
LP-062;50058.771;50198.737;259.417;Overburden;-1
LP-062;50064.197;50198.262;251.03;Overburden;-1
LP-062;50069.59;50197.849;242.62;Overburden;-1
LP-062;50074.952;50197.498;234.186;Overburden;-1
LP-062;50079.295;50197.213;227.354;Overburden;0.412
LP-062;50082.914;50196.976;221.661;shear;0.357
LP-062;50087.23;50196.693;214.872;NONE;0.059
LP-062;50092.269;50196.363;206.944;mylonite;0.664
LP-062;50093.717;50196.268;204.667;mylonite;0.149
LP-062;50093.717;50196.268;204.667;mylonite;0.328
LP-062;50093.717;50196.268;204.667;mylonite;0.321
LP-062;50093.717;50196.268;204.667;mylonite;0.26
LP-062;50093.717;50196.268;204.667;breccia;0.155
LP-062;50093.717;50196.268;204.667;FW shear;0.17
LP-062;50093.717;50196.268;204.667;NONE;0.088
LP-062;50093.717;50196.268;204.667;FW shear;0.15
LP-062;50093.717;50196.268;204.667;NONE;0.071
LP-062;50093.717;50196.268;204.667;FW shear;0.155
LP-062;50093.717;50196.268;204.667;NONE;0.069
LP-062;50093.717;50196.268;204.667;FW shear;0.103
LP-062;50093.717;50196.268;204.667;FW shear;0.134
LP-062;50093.717;50196.268;204.667;FW shear;0.2
LP-062;50093.717;50196.268;204.667;NONE;0.2
LP-062;50093.717;50196.268;204.667;FW shear;0.056
LP-062;50093.717;50196.268;204.667;FW shear;0.167
LP-063;49983.097;49749.718;291.95;Overburden;-1
LP-063;49988.088;49749.413;283.29;Overburden;-1
LP-063;49993.078;49749.108;274.629;Overburden;-1
LP-063;49998.069;49748.803;265.969;Overburden;-1
LP-063;50002.561;49748.528;258.175;Overburden;-1
LP-063;50007.053;49748.26;250.381;NONE;0.003
LP-063;50012.044;49747.976;241.72;NONE;0.014
LP-063;50015.539;49747.778;235.658;NONE;0.015
LP-063;50019.033;49747.58;229.596;fracture;0.016
LP-063;50024.025;49747.296;220.936;fracture;0.02
LP-063;50028.892;49747.02;212.492;fault;0.725
LP-063;50033.759;49746.729;204.048;mylonite;1.502
LP-063;50038.625;49746.432;195.605;mylonite;1.619
LP-063;50043.49;49746.134;187.161;NONE;1.632
LP-063;50048.481;49745.829;178.501;NONE;0.946
LP-063;50052.848;49745.562;170.923;NONE;0.097
LP-063;50055.343;49745.409;166.593;fault;0.224
LP-063;50058.372;49745.236;161.128;mylonite;0.091
LP-063;50063.213;49744.962;152.382;mylonite;0.103
LP-063;50067.061;49744.743;145.429;mylonite;0.151
LP-063;50068.537;49744.659;142.762;fault;0.6
LP-063;50071.005;49744.519;138.301;mylonite;0.13
LP-063;50075.846;49744.244;129.555;mylonite;0.051
LP-063;50080.718;49743.963;120.827;mylonite;0.084
LP-063;50085.708;49743.658;112.166;mylonite;0.285
LP-063;50088.952;49743.459;106.537;mylonite;0.036
LP-063;50089.726;49743.412;105.195;fault;0.05
LP-063;50092.246;49743.258;100.821;mylonite;0.031
LP-063;50097.237;49742.953;92.161;mylonite;0.016
LP-063;50102.227;49742.647;83.501;mylonite;0.196
LP-063;50107.218;49742.342;74.841;mylonite;0.042
LP-063;50112.209;49742.037;66.18;mylonite;0.027
LP-063;50116.95;49741.747;57.953;mylonite;0.108
LP-063;50119.395;49741.597;53.71;fault;0.06
LP-063;50122.09;49741.433;49.033;mylonite;0.17
LP-063;50127.081;49741.127;40.373;mylonite;0.174
LP-063;50132.072;49740.822;31.713;mylonite;0.06
LP-063;50135.066;49740.639;26.516;mylonite;0.01
LP-064;49952.591;49849.971;289.296;Overburden;-1
LP-064;49956.519;49849.71;282.046;Overburden;0
LP-064;49960.447;49849.449;274.795;NONE;0
LP-064;49965.208;49849.133;266.007;NONE;0
LP-064;49969.969;49848.817;257.219;NONE;0.002
LP-064;49974.742;49848.503;248.437;NONE;0.013
LP-064;49979.581;49848.207;239.691;NONE;0.005
LP-064;49983.09;49847.993;233.35;NONE;0
LP-064;49986.598;49847.778;227.009;sheared;0.002
LP-064;49991.437;49847.482;218.263;sheared;0
LP-064;49996.276;49847.186;209.517;sheared;0
LP-064;50001.069;49846.893;200.745;sheared;0
LP-064;50005.832;49846.602;191.957;sheared;0.004
LP-064;50009.833;49846.357;184.575;sheared;0.006
LP-064;50012.809;49846.175;179.083;fault;0.016
LP-064;50015.715;49845.997;173.722;mylonite;0.026
LP-064;50017.62;49845.881;170.206;fault;0.07
LP-064;50018.215;49845.844;169.108;mylonite;0.06
LP-064;50018.81;49845.808;168.009;NONE;0.05
LP-064;50019.882;49845.742;166.032;fault;0.547
LP-064;50022.906;49845.554;160.452;mylonite;1.186
LP-064;50025.334;49845.395;155.97;NONE;0.35
LP-064;50027.834;49845.231;151.356;mylonite;0.358
LP-064;50030.405;49845.062;146.61;mylonite;0.45
LP-064;50032.714;49844.911;142.348;NONE;0.111
LP-064;50036.381;49844.67;135.581;fault;0.2
LP-064;50040.309;49844.413;128.331;mylonite;0.097
LP-064;50045.07;49844.101;119.543;mylonite;0.12
LP-064;50048.927;49843.848;112.424;mylonite;0.124
LP-064;50052.76;49843.597;105.35;sheared;0.104
LP-064;50055.569;49843.413;100.165;NONE;0.132
LP-064;50057.664;49843.276;96.298;sheared;0.037
LP-064;50061.687;49843.012;88.872;NONE;0.019
LP-064;50066.449;49842.7;80.084;NONE;0.016
LP-064;50069.115;49842.525;75.162;NONE;0.09
LP-064;50069.639;49842.491;74.196;fault;0.07
LP-064;50072.258;49842.33;69.362;NONE;0.036
LP-064;50077.021;49842.039;60.574;NONE;0.025
LP-064;50081.784;49841.748;51.786;NONE;0.037
LP-064;50086.546;49841.457;42.998;NONE;0.1
LP-064;50091.19;49841.173;34.429;NONE;0.127
LP-065;50047.789;49699.925;294.154;Overburden;-1
LP-065;50052.931;49699.62;285.582;Overburden;-1
LP-065;50058.072;49699.314;277.011;Overburden;-1
LP-065;50063.213;49699.009;268.439;Overburden;-1
LP-065;50068.355;49698.704;259.867;Overburden;0.052
LP-065;50072.199;49698.484;253.373;Overburden;0.122
LP-065;50075.756;49698.298;247.203;NONE;1.485
LP-065;50078.303;49698.164;242.786;fault;0.401
LP-065;50079.326;49698.111;241.011;NONE;0.315
LP-065;50081.573;49697.993;237.114;NONE;0.359
LP-065;50085.555;49697.784;230.207;NONE;0.52
LP-065;50090.548;49697.522;221.547;NONE;0.293
LP-065;50095.541;49697.261;212.887;NONE;0.323
LP-065;50100.607;49697.037;204.267;NONE;0.078
LP-065;50105.677;49696.815;195.651;NONE;0.043
LP-065;50109.074;49696.667;189.878;NONE;0.024
LP-065;50112.472;49696.519;184.105;mylonite;0.027
LP-065;50116.275;49696.353;177.643;mylonite;0.107
LP-065;50117.669;49696.292;175.273;NONE;0.34
LP-065;50118.873;49696.239;173.227;mylonite;0.262
LP-065;50120.052;49696.188;171.224;NONE;0.04
LP-065;50122.688;49696.054;166.743;mylonite;0.108
LP-065;50127.755;49695.766;158.127;mylonite;0.061
LP-065;50132.822;49695.478;149.511;mylonite;0.089
LP-065;50137.89;49695.19;140.895;mylonite;0.026
LP-065;50142.285;49694.941;133.42;mylonite;0.019
LP-065;50144.274;49694.828;130.038;NONE;0.06
LP-065;50144.692;49694.804;129.327;mylonite;0.06
LP-065;50145.275;49694.771;128.336;fault;0.121
LP-065;50145.871;49694.737;127.324;mylonite;0.117
LP-065;50146.555;49694.698;126.161;fault;0.05
LP-065;50148.505;49694.588;122.843;NONE;0.031
LP-065;50151.419;49694.422;117.889;mylonite;0.063
LP-066;50062.387;49649.869;295.968;Overburden;-1
LP-066;50067.302;49649.569;287.265;Overburden;-1
LP-066;50072.217;49649.268;278.561;Overburden;-1
LP-066;50077.132;49648.967;269.858;Overburden;-1
LP-066;50081.261;49648.715;262.547;Overburden;0.084
LP-066;50084.904;49648.494;256.11;NONE;0.073
LP-066;50087.076;49648.37;252.342;NONE;0.11
LP-066;50089.023;49648.26;248.965;NONE;0.108
LP-066;50090.969;49648.149;245.587;NONE;0.29
LP-066;50093.64;49647.998;240.954;mylonite;0.708
LP-066;50098.632;49647.714;232.294;mylonite;0.284
LP-066;50103.624;49647.431;223.634;mylonite;0.094
LP-066;50106.17;49647.286;219.217;mylonite;0.11
LP-066;50106.844;49647.248;218.048;fault;0.11
LP-066;50109.956;49647.071;212.631;mylonite;0.518
LP-066;50114.873;49646.792;203.927;mylonite;0.046
LP-066;50117.896;49646.62;198.574;mylonite;0.077
LP-066;50120.92;49646.449;193.222;NONE;0.049
LP-066;50125.271;49646.202;185.519;NONE;0.131
LP-066;50129.622;49645.955;177.816;mylonite;0.06
LP-066;50134.538;49645.669;169.113;mylonite;0.036
LP-066;50139.45;49645.325;160.409;mylonite;0.074
LP-066;50144.362;49644.982;151.706;mylonite;0.056
LP-066;50149.274;49644.638;143.002;mylonite;0.05
LP-066;50154.186;49644.295;134.299;mylonite;0.092
LP-066;50159.106;49643.951;125.599;mylonite;0.094
LP-066;50164.094;49643.602;116.939;mylonite;0.072
LP-066;50169.082;49643.253;108.279;mylonite;0.018
LP-066;50174.07;49642.905;99.619;mylonite;0.058
LP-066;50178.384;49642.603;92.128;mylonite;0.22
LP-066;50182.699;49642.301;84.637;NONE;0.095
LP-066;50187.28;49641.981;76.55;NONE;0.095
LP-066;50189.81;49641.804;72.067;mylonite;0.088
LP-066;50190.866;49641.73;70.196;NONE;0.087
LP-066;50191.676;49641.673;68.76;vein;0.05
LP-066;50194.304;49641.49;64.103;mylonite;0.085
LP-066;50199.217;49641.146;55.4;mylonite;0.151
LP-066;50204.144;49640.814;46.705;mylonite;0.326
LP-066;50209.136;49640.531;38.044;mylonite;0.452
LP-066;50211.719;49640.384;33.563;mylonite;0.34
LP-066;50212.917;49640.316;31.484;NONE;0.1
LP-066;50216.524;49640.111;25.227;fault;0.081
LP-066;50220.667;49639.876;18.039;fault;0.113
LP-066;50224.811;49639.641;10.851;NONE;0.013
LP-066;50229.803;49639.357;2.191;NONE;0.675
LP-066;50234.793;49639.052;-6.469;NONE;0.035
LP-066;50239.781;49638.703;-15.13;NONE;0.004
LP-066;50243.185;49638.465;-21.04;NONE;0.005
LP-066;50244.482;49638.375;-23.292;Dyke;0
LP-066;50247.363;49638.173;-28.293;NONE;0.002
LP-066;50252.35;49637.824;-36.954;NONE;0.013
LP-066;50257.338;49637.476;-45.614;NONE;0.001
LP-066;50258.086;49637.423;-46.913;NONE;0.012
LP-066;50258.086;49637.423;-46.913;NONE;0.033
LP-066;50258.086;49637.423;-46.913;NONE;0.022
LP-066;50258.086;49637.423;-46.913;NONE;0.022
LP-066;50258.086;49637.423;-46.913;NONE;0.02
LP-067;49867.167;49999.769;287.06;Overburden;-1
LP-067;49872.158;49999.464;278.4;Overburden;-1
LP-067;49876.076;49999.224;271.601;Overburden;0.01
LP-067;49879.993;49998.985;264.803;NONE;0
LP-067;49884.984;49998.68;256.143;NONE;0
LP-067;49889.975;49998.376;247.483;NONE;0
LP-067;49894.967;49998.092;238.822;NONE;0
LP-067;49899.959;49997.809;230.162;NONE;0
LP-067;49904.951;49997.525;221.502;NONE;0
LP-067;49909.942;49997.242;212.842;NONE;0.002
LP-067;49914.929;49996.96;204.178;NONE;0.021
LP-067;49919.847;49996.703;195.475;NONE;0.011
LP-067;49924.764;49996.445;186.771;NONE;0.006
LP-067;49929.682;49996.187;178.068;NONE;0
LP-067;49934.599;49995.929;169.364;NONE;0
LP-067;49939.517;49995.669;160.66;NONE;0
LP-067;49944.432;49995.368;151.957;NONE;0
LP-067;49949.347;49995.067;143.253;NONE;0
LP-067;49954.262;49994.767;134.55;NONE;0
LP-067;49959.177;49994.466;125.846;NONE;0
LP-067;49964.092;49994.166;117.143;NONE;0
LP-067;49969.007;49993.865;108.439;NONE;0
LP-067;49973.922;49993.564;99.736;NONE;0.013
LP-067;49978.837;49993.264;91.032;NONE;0.016
LP-067;49983.752;49992.963;82.328;NONE;0.008
LP-067;49988.667;49992.663;73.625;NONE;0.002
LP-067;49993.582;49992.362;64.921;NONE;0.012
LP-067;49998.497;49992.061;56.218;NONE;0.032
LP-067;50003.412;49991.761;47.514;NONE;0.066
LP-067;50008.327;49991.46;38.811;NONE;0.098
LP-067;50013.253;49991.159;30.113;NONE;0.109
LP-067;50018.319;49990.849;21.497;NONE;0.131
LP-067;50023.385;49990.539;12.881;NONE;0.441
LP-067;50028.451;49990.229;4.264;NONE;0.241
LP-067;50033.516;49989.919;-4.352;NONE;0.191
LP-067;50038.588;49989.608;-12.965;NONE;0.051
LP-067;50043.727;49989.271;-21.537;NONE;0.003
LP-067;50048.866;49988.934;-30.108;NONE;0.128
LP-067;50054.006;49988.597;-38.68;NONE;0.037
LP-067;50058.066;49988.331;-45.452;NONE;0.011
LP-067;50062.126;49988.065;-52.223;my;0.015
LP-067;50067.217;49987.746;-60.824;my;0.022
LP-067;50072.283;49987.436;-69.44;my;0.057
LP-067;50074.867;49987.278;-73.835;my;0.04
LP-067;50076.159;49987.199;-76.032;NONE;0.008
LP-067;50079.122;49987.017;-81.072;my;0.023
LP-068;50016.027;50099.789;287.18;Overburden;-1
LP-068;50019.021;50099.606;281.984;Overburden;0.01
LP-068;50022.015;50099.422;276.788;NONE;0.015
LP-068;50027.006;50099.117;268.127;NONE;0.019
LP-068;50031.997;50098.812;259.467;NONE;0.052
LP-068;50036.987;50098.507;250.807;NONE;0.024
LP-068;50041.978;50098.202;242.147;NONE;0.036
LP-068;50046.969;50097.896;233.486;NONE;0.752
LP-068;50051.959;50097.591;224.826;NONE;0.533
LP-068;50056.95;50097.286;216.166;NONE;0.048
LP-068;50061.941;50096.981;207.506;NONE;0.249
LP-068;50066.931;50096.675;198.845;NONE;0.417
LP-068;50071.922;50096.37;190.185;NONE;0.217
LP-068;50076.913;50096.065;181.525;NONE;0.23
LP-068;50081.903;50095.76;172.865;NONE;0.211
LP-068;50086.894;50095.454;164.204;NONE;0.246
LP-068;50091.887;50095.195;155.544;NONE;0.19
LP-068;50096.882;50094.955;146.884;NONE;0.205
LP-068;50101.876;50094.715;138.224;NONE;0.288
LP-068;50106.87;50094.475;129.563;NONE;0.267
LP-068;50111.864;50094.235;120.903;NONE;0.045
LP-068;50116.856;50093.95;112.243;NONE;0.04
LP-068;50121.847;50093.644;103.582;NONE;0.031
LP-068;50126.837;50093.339;94.922;NONE;0.04
LP-068;50131.828;50093.034;86.262;NONE;0.061
LP-068;50136.819;50092.729;77.602;NONE;0.054
LP-068;50141.809;50092.423;68.941;NONE;0.026
LP-068;50146.8;50092.118;60.281;NONE;0.018
LP-068;50150.094;50091.917;54.565;NONE;0.03
LP-069;49949.783;49949.895;295.347;Overburden;0
LP-069;49952.753;49949.726;290.195;NONE;0
LP-069;49957.745;49949.443;281.534;NONE;0.002
LP-069;49962.737;49949.159;272.874;NONE;0.004
LP-069;49967.729;49948.876;264.214;NONE;0.008
LP-069;49972.721;49948.592;255.554;NONE;0.001
LP-069;49977.606;49948.286;246.834;NONE;0.033
LP-069;49982.444;49947.969;238.088;NONE;0.005
LP-069;49987.282;49947.652;229.342;NONE;0.001
LP-069;49992.12;49947.335;220.595;NONE;0.001
LP-069;49996.957;49947.017;211.849;NONE;0.026
LP-069;50001.795;49946.7;203.103;NONE;0.031
LP-069;50006.633;49946.383;194.357;NONE;0.046
LP-069;50011.47;49946.066;185.611;NONE;0.086
LP-069;50016.308;49945.749;176.864;NONE;0.019
LP-069;50021.146;49945.432;168.118;NONE;0.04
LP-069;50025.984;49945.115;159.372;NONE;0.422
LP-069;50030.821;49944.798;150.626;NONE;0.622
LP-069;50035.659;49944.481;141.88;NONE;0.187
LP-069;50039.783;49944.21;134.423;NONE;0.337
LP-069;50043.907;49943.94;126.967;myl;0.315
LP-069;50048.775;49943.621;118.238;myl;0.053
LP-069;50053.689;49943.299;109.534;myl;0.098
LP-069;50058.602;49942.977;100.831;myl;0.086
LP-069;50063.516;49942.655;92.127;myl;0.433
LP-069;50068.43;49942.333;83.424;myl;0.274
LP-069;50073.252;49942.009;74.67;myl;0.026
LP-069;50077.936;49941.681;65.841;myl;0.038
LP-069;50082.619;49941.354;57.011;myl;0.046
LP-069;50087.302;49941.026;48.182;myl;0.018
LP-069;50090.803;49940.781;41.582;myl;0.053
LP-069;50094.304;49940.537;34.982;NONE;0.045
LP-069;50096.915;49940.354;30.06;NONE;0.01
LP-069;50097.184;49940.335;29.552;NONE;-1
LP-070;49998.265;49099.179;316.385;Overburden;-1
LP-070;50002.874;49098.897;307.515;Overburden;-1
LP-070;50007.483;49098.616;298.645;Overburden;-1
LP-070;50012.092;49098.334;289.775;Overburden;-1
LP-070;50016.701;49098.052;280.905;Overburden;-1
LP-070;50021.31;49097.77;272.034;Overburden;-1
LP-070;50025.919;49097.488;263.164;Overburden;-1
LP-070;50030.527;49097.206;254.294;Overburden;-1
LP-070;50035.136;49096.924;245.424;Overburden;0.062
LP-070;50039.169;49096.678;237.663;Overburden;0.088
LP-070;50043.183;49096.432;229.891;NONE;0.073
LP-070;50047.714;49096.155;220.981;NONE;0.132
LP-070;50052.245;49095.878;212.071;NONE;0.144
LP-070;50056.777;49095.601;203.161;NONE;0.11
LP-070;50061.308;49095.323;194.251;NONE;0.246
LP-070;50065.84;49095.046;185.341;NONE;0.065
LP-070;50070.235;49094.778;176.698;NONE;0.103
LP-071;50001.558;50049.654;296.465;Overburden;0
LP-071;50004.457;50049.451;291.533;NONE;0.015
LP-071;50009.52;50049.097;282.916;NONE;0.022
LP-071;50014.583;50048.743;274.3;NONE;0.014
LP-071;50019.646;50048.389;265.684;NONE;0.015
LP-071;50024.709;50048.035;257.067;NONE;0.067
LP-071;50029.821;50047.692;248.48;NONE;0.007
LP-071;50034.961;50047.355;239.908;NONE;0.037
LP-071;50040.1;50047.019;231.337;NONE;0.16
LP-071;50044.469;50046.732;224.051;NONE;1.016
LP-071;50046.524;50046.597;220.622;fault;0.257
LP-071;50047.411;50046.539;219.143;NONE;0.099
LP-071;50050.61;50046.33;213.807;fault;0.668
LP-071;50055.698;50045.996;205.205;fault;0.796
LP-071;50060.762;50045.664;196.589;fault;0.221
LP-071;50064.434;50045.424;190.342;fault;0.304
LP-071;50068.106;50045.183;184.095;NONE;0.112
LP-071;50073.17;50044.851;175.479;NONE;0.089
LP-071;50078.245;50044.518;166.869;NONE;0.713
LP-071;50082.832;50044.218;159.219;NONE;1.055
LP-071;50087.419;50043.917;151.568;my;0.567
LP-071;50092.558;50043.58;142.997;my;0.769
LP-071;50097.698;50043.243;134.425;my;0.523
LP-071;50102.837;50042.907;125.853;my;0.735
LP-071;50107.978;50042.59;117.282;my;0.051
LP-071;50113.119;50042.276;108.71;my;0.063
LP-071;50118.259;50041.962;100.138;my;0.033
LP-071;50123.4;50041.647;91.567;my;0.056
LP-071;50128.541;50041.333;82.995;my;0.057
LP-071;50131.938;50041.125;77.428;my;0.032
LP-071;50135.341;50040.917;71.865;fault;0.017
LP-071;50138.04;50040.752;67.452;fault;0.21
LP-071;50140.739;50040.587;63.04;my;0.047
LP-071;50145.954;50040.268;54.513;my;0.016
LP-071;50151.169;50039.949;45.987;my;0.025
LP-071;50156.384;50039.624;37.461;my;0.033
LP-071;50161.598;50039.282;28.934;my;0.021
LP-071;50164.792;50039.073;23.712;my;0.01
LP-071;50167.985;50038.863;18.489;NONE;0.018
LP-071;50173.199;50038.522;9.963;NONE;0.025
LP-071;50178.413;50038.18;1.437;NONE;0.097
LP-071;50183.626;50037.838;-7.09;NONE;0.121
LP-071;50188.645;50037.509;-15.297;NONE;0.05
LP-072;50063.933;49149.727;316.826;Overburden;-1
LP-072;50068.698;49149.477;308.038;Overburden;-1
LP-072;50073.463;49149.227;299.25;Overburden;-1
LP-072;50078.228;49148.978;290.461;Overburden;-1
LP-072;50082.993;49148.728;281.673;Overburden;-1
LP-072;50087.759;49148.478;272.885;Overburden;-1
LP-072;50092.524;49148.228;264.097;Overburden;-1
LP-072;50096.812;49148.004;256.188;Overburden;-1
LP-072;50101.101;49147.779;248.278;NONE;0.762
LP-072;50105.866;49147.529;239.49;NONE;0.638
LP-072;50109.201;49147.354;233.338;NONE;0.355
LP-072;50110.942;49147.233;230.19;fault;0.04
LP-072;50114.134;49147.009;224.417;NONE;0.083
LP-072;50118.971;49146.671;215.671;NONE;0.08
LP-072;50123.807;49146.333;206.925;NONE;0.044
LP-072;50128.643;49145.995;198.179;NONE;0.027
LP-072;50133.478;49145.655;189.432;NONE;0.055
LP-072;50138.231;49145.239;180.643;NONE;0.057
LP-072;50142.985;49144.823;171.855;NONE;0.096
LP-072;50147.738;49144.407;163.067;NONE;0.024
LP-072;50152.491;49143.992;154.279;NONE;0.022
LP-072;50157.15;49143.584;145.666;NONE;0.027
LP-072;50157.15;49143.584;145.666;NONE;0.054
LP-073;50052.234;49199.341;313.965;Overburden;-1
LP-073;50056.625;49198.547;305.016;Overburden;-1
LP-073;50061.016;49197.753;296.067;Overburden;-1
LP-073;50065.407;49196.959;287.117;Overburden;-1
LP-073;50069.798;49196.165;278.168;Overburden;-1
LP-073;50074.188;49195.371;269.219;Overburden;-1
LP-073;50077.92;49194.697;261.612;Overburden;-1
LP-073;50081.653;49194.022;254.005;NONE;0.021
LP-073;50086.043;49193.228;245.055;NONE;0.028
LP-073;50090.434;49192.434;236.106;NONE;0.071
LP-073;50094.853;49191.743;227.165;NONE;0.447
LP-073;50099.384;49191.466;218.254;NONE;0.729
LP-073;50103.916;49191.189;209.344;NONE;0.176
LP-073;50108.447;49190.912;200.434;NONE;0.128
LP-073;50112.979;49190.634;191.524;NONE;0.502
LP-073;50117.509;49190.338;182.614;NONE;0.084
LP-073;50121.253;49190.026;175.241;NONE;0.037
LP-073;50122.746;49189.902;172.301;NONE;0.02
LP-073;50124.454;49189.76;168.937;fault;0.031
LP-073;50128.412;49189.432;161.141;mylonite;0.041
LP-073;50132.937;49189.056;152.231;mylonite;0.068
LP-073;50137.461;49188.68;143.321;mylonite;0.054
LP-073;50141.939;49188.319;134.387;mylonite;0.043
LP-073;50146.387;49187.969;125.438;mylonite;0.035
