DHID;ESTE (X);NORTE (Y);COTA (Z);ROCKTYPE;CuT [%]
LP-085;50146.055;49545.427;233.91;NONE;0.312
LP-085;50146.673;49545.342;233.034;fault;0.12
LP-085;50149.608;49544.943;228.882;mylonite;0.036
LP-085;50155.455;49544.304;220.798;mylonite;0.079
LP-085;50158.638;49544.095;216.566;mylonite;0.375
LP-085;50159.839;49544.017;214.968;NONE;1.185
LP-085;50161.295;49543.921;213.032;mylonite;0.68
LP-085;50163.832;49543.755;209.658;NONE;0.704
LP-085;50166.369;49543.589;206.283;fault;0.45
LP-085;50169.807;49543.363;201.711;mylonite;0.097
LP-085;50174.251;49543.072;195.801;mylonite;0.044
LP-085;50176.173;49542.946;193.246;fault;0.05
LP-085;50179.656;49542.718;188.613;mylonite;0.092
LP-085;50185.717;49542.331;180.67;mylonite;0.118
LP-085;50189.727;49542.086;175.528;mylonite;0.199
LP-085;50190.895;49542.015;174.031;NONE;0.37
LP-085;50193.921;49541.83;170.15;fault;0.172
LP-085;50199.79;49541.471;162.624;NONE;0.284
LP-085;50203.2;49541.262;158.251;NONE;0.2
LP-085;50206.611;49541.053;153.877;mylonite;0.094
LP-085;50211.88;49540.731;147.12;mylonite;0.375
LP-085;50214.566;49540.567;143.702;fault;0.206
LP-085;50218.194;49540.345;139.214;mylonite;0.114
LP-085;50224.475;49539.961;131.443;mylonite;0.043
LP-085;50230.756;49539.577;123.671;mylonite;0.071
LP-085;50237.038;49539.192;115.9;mylonite;0.047
LP-085;50241.843;49538.898;109.955;mylonite;0.017
LP-086;50027.774;49349.683;306.7;Overburden;-1
LP-086;50032.26;49349.33;298.906;Overburden;0.01
LP-086;50036.746;49348.977;291.111;NONE;0.008
LP-086;50041.481;49348.604;282.884;NONE;0.02
LP-086;50046.092;49348.241;274.873;fault;0.018
LP-086;50050.814;49347.95;266.348;NONE;0.032
LP-086;50055.653;49347.654;257.602;NONE;0.044
LP-086;50060.492;49347.358;248.856;NONE;0.039
LP-086;50065.331;49347.062;240.109;NONE;0.051
LP-086;50070.17;49346.766;231.363;NONE;0.4
LP-086;50073.697;49346.55;224.466;NONE;0.727
LP-086;50077.209;49346.336;217.561;mylonite;0.056
LP-086;50081.74;49346.059;208.651;mylonite;0.064
LP-086;50086.272;49345.781;199.741;mylonite;0.292
LP-086;50090.35;49345.532;191.722;mylonite;1.105
LP-086;50094.428;49345.283;183.703;NONE;0.148
LP-086;50098.96;49345.005;174.793;NONE;0.708
LP-086;50102.358;49344.797;168.11;NONE;1.294
LP-086;50105.304;49344.617;162.318;mylonite;0.151
LP-086;50108.023;49344.451;156.972;NONE;1.107
LP-086;50111.081;49344.264;150.958;mylonite;0.412
LP-086;50115.5;49343.994;142.271;NONE;0.036
LP-086;50118.421;49343.815;136.748;NONE;0.024
LP-086;50120.061;49343.715;133.658;mylonite;0.064
LP-086;50121.701;49343.614;130.568;NONE;0.112
LP-086;50124.629;49343.435;125.049;mylonite;0.016
LP-086;50129.315;49343.149;116.22;mylonite;0.018
LP-086;50133.158;49342.914;108.98;mylonite;0.045
LP-086;50135.969;49342.742;103.682;NONE;0.016
LP-086;50139.609;49342.519;96.787;mylonite;0.064
LP-086;50144.141;49342.242;87.877;mylonite;0.08
LP-086;50148.672;49341.965;78.967;mylonite;0.206
LP-086;50151.504;49341.792;73.398;mylonite;0.064
LP-086;50153.226;49341.686;70.012;NONE;0.029
LP-086;50156.647;49341.477;63.285;mylonite;0.074
LP-086;50160.136;49341.264;56.424;mylonite;0.133
LP-086;50161.813;49341.161;53.128;NONE;0.021
LP-087;50127.913;49299.258;312.292;Overburden;-1
LP-087;50132.982;49298.992;303.676;Overburden;-1
LP-087;50136.276;49298.82;298.075;Overburden;-1
LP-087;50139.317;49298.66;292.905;NONE;0.37
LP-087;50144.132;49298.408;284.72;mylonite;0.114
LP-087;50149.201;49298.142;276.103;mylonite;0.08
LP-087;50153.457;49297.907;268.866;mylonite;0.081
LP-087;50157.384;49297.684;262.188;NONE;0.035
LP-087;50162.122;49297.415;254.132;mylonite;0.029
LP-087;50167.19;49297.127;245.516;mylonite;0.025
LP-087;50170.863;49296.919;239.269;mylonite;0.024
LP-087;50172.89;49296.804;235.822;fault;0.02
LP-087;50174.41;49296.717;233.237;NONE;0.028
LP-087;50177.455;49296.551;228.012;fault;0.128
LP-087;50182.348;49296.294;219.525;mylonite;0.252
LP-087;50187.342;49296.032;210.865;mylonite;0.059
LP-087;50192.335;49295.771;202.205;mylonite;0.038
LP-087;50196.554;49295.55;194.887;mylonite;0.06
LP-087;50199.026;49295.42;190.6;NONE;0.03
LP-087;50202.308;49295.237;184.993;mylonite;0.029
LP-087;50207.449;49294.922;176.421;mylonite;0.048
LP-087;50212.59;49294.608;167.85;mylonite;0.013
LP-087;50217.73;49294.294;159.278;mylonite;0.048
LP-087;50222.871;49293.979;150.706;mylonite;0.044
LP-087;50228.012;49293.665;142.135;mylonite;0.087
LP-087;50229.811;49293.555;139.134;mylonite;0.036
